Name,Price,Picture link
Cotton-Blend-Fleece Hoodie,"€ 139,00",https://www.ralphlauren.eu/pt/en/cotton-blend-fleece-hoodie-458755.html?cgid=men-clothing-hoodies-sweatshirts&dwvar458755_colorname=Cruise%20Navy&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Polo Sport Track Jacket,"€ 169,00",https://www.ralphlauren.eu/pt/en/polo-sport-track-jacket-489430.html?cgid=men-clothing-hoodies-sweatshirts&dwvar489430_colorname=Cruise%20Navy&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Hi Tech Double-Knit Sweatshirt,"€ 159,00",https://www.ralphlauren.eu/pt/en/hi-tech-double-knit-sweatshirt-446040.html?cgid=men-clothing-hoodies-sweatshirts&dwvar446040_colorname=Cruise%20Navy%20Multi&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Cotton-Blend-Fleece Sweatshirt,"€ 139,00",https://www.ralphlauren.eu/pt/en/cotton-blend-fleece-sweatshirt-446344.html?cgid=men-clothing-hoodies-sweatshirts&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts&dwvar446344_colorname=Chic%20Cream
Cotton Jersey Hooded T-Shirt,"€ 69,00 - € 75,00",https://www.ralphlauren.eu/pt/en/cotton-jersey-hooded-t-shirt-465580.html?cgid=men-clothing-hoodies-sweatshirts&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts&dwvar465580_colorname=White
Polo Sport Double-Knit Hoodie,"€ 229,00",https://www.ralphlauren.eu/pt/en/polo-sport-double-knit-hoodie-515126.html?dwvar515126_colorname=White&cgid=men-clothing-hoodies-sweatshirts&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Big Pony Camo Sweatshirt,"€ 149,00",https://www.ralphlauren.eu/pt/en/big-pony-camo-sweatshirt-515213.html?cgid=men-clothing-hoodies-sweatshirts&dwvar515213_colorname=British%20Elmwood%20Camo&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Hi Tech Hybrid Hoodie,"€ 199,00",https://www.ralphlauren.eu/pt/en/hi-tech-hybrid-hoodie-446059.html?cgid=men-clothing-hoodies-sweatshirts&dwvar446059_colorname=Bright%20Royal%2FRacing%20Yello&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Cotton Spa Terry Sweatshirt,"€ 109,00",https://www.ralphlauren.eu/pt/en/cotton-spa-terry-sweatshirt-471051.html?cgid=men-clothing-hoodies-sweatshirts&dwvar471051_colorname=Empire%20Yellow&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Polo Sport Fleece Sweatshirt,"€ 149,00",https://www.ralphlauren.eu/pt/en/polo-sport-fleece-sweatshirt-517490.html?dwvar517490_colorname=English%20Green&cgid=men-clothing-hoodies-sweatshirts&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Classic Fleece Hoodie,"€ 139,00",https://www.ralphlauren.eu/pt/en/classic-fleece-hoodie-68893.html?cgid=men-clothing-hoodies-sweatshirts&dwvar68893_colorname=Light%20Sport%20Heather&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Double-Knit Full-Zip Hoodie,"€ 149,00",https://www.ralphlauren.eu/pt/en/double-knit-full-zip-hoodie-446991.html?cgid=men-clothing-hoodies-sweatshirts&dwvar446991_colorname=Lt%20Sport%20Heather&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Preppy Bear Fleece Sweatshirt,"€ 179,00",https://www.ralphlauren.eu/pt/en/preppy-bear-fleece-sweatshirt-492041a1.html?cgid=men-clothing-hoodies-sweatshirts&dwvar492041a1_colorname=Cruise%20Navy&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Colour-Blocked Logo Hoodie,"€ 149,00",https://www.ralphlauren.eu/pt/en/colour-blocked-logo-hoodie-509045.html?dwvar509045_colorname=Aviator%20Navy%20Multi&cgid=men-clothing-hoodies-sweatshirts&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Estate Rib Half-Zip Pullover,"€ 139,00",https://www.ralphlauren.eu/pt/en/estate-rib-half-zip-pullover-492000.html?cgid=men-clothing-hoodies-sweatshirts&dwvar492000_colorname=Scotch%20Pine%20Heather&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Double-Knit Full-Zip Hoodie,"€ 149,00",https://www.ralphlauren.eu/pt/en/double-knit-full-zip-hoodie-446986.html?cgid=men-clothing-hoodies-sweatshirts&dwvar446986_colorname=Classic%20Wine&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Polo Hoodie,"€ 179,00",https://www.ralphlauren.eu/pt/en/polo-hoodie-509047.html?cgid=men-clothing-hoodies-sweatshirts&dwvar509047_colorname=Andover%20Heather&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Estate Rib Half-Zip Pullover,"€ 139,00",https://www.ralphlauren.eu/pt/en/estate-rib-half-zip-pullover-492000A1.html?cgid=men-clothing-hoodies-sweatshirts&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts&dwvar492000A1_colorname=Aged%20Wine%20Heather
